SECCION: ;Date;InvoiceNumber;Description;DueDate;TransactionTypeDescription;DebtorNumber;cmp_name; AmountTC ;Estatus: ;Fecha: ;Obeservaciones: 
PANAMÁ;21/10/2022;1177296;1FHS610001181-00037722;20/11/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.248.24 ;Sin informacion; -;-
PANAMÁ;13/12/2022;1182306;;12/1/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.177.50 ;Sin informacion; -;-
PANAMÁ;23/1/2023;1186040;;22/2/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.121.25 ;Por Presentar;-;0
PANAMÁ;16/2/2023;1188899;;18/3/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.18.13 ;Sin informacion; -;-
PANAMÁ;17/2/2023;1188950;;17/2/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.82.87 ;Sin informacion; -;-
PANAMÁ;28/6/2022;1164690;1FHS610001181-00033826;28/7/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.646.30 ;Presentado;10/8/2023;0
PANAMÁ;28/6/2022;1164753;1FHS610001181-00033900;28/7/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.83.36 ;Presentado;-;0
PANAMÁ;1/8/2022;1168239;1FHS610001181-00034963;31/8/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.3.89 ;Presentado;-;0
PANAMÁ;19/9/2022;1173635;1FHS610001181-00036603;19/10/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.77.84 ;Sin informacion; -;-
PANAMÁ;3/8/2022;1168533;1FHS610001181-00035026;2/9/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.83.46 ;Presentado;-;0
PANAMÁ;19/8/2022;1170336;1FHS610001181-00035565;18/9/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.52.97 ;Presentado;-;0
PANAMÁ;29/4/2022;1158165;1FHS610001181-00031607;29/5/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.280.43 ;Presentado;-;0
PANAMÁ;23/4/2022;1157467;1FHS610001181-00031319;23/5/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.35.52 ;Presentado;-;0
PANAMÁ;29/4/2022;1158185;1FHS610001181-00031581;29/5/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.15.89 ;Presentado;-;0
PANAMÁ;12/5/2022;1158974;REC CK NCNAL 635;6/6/2022;Recibo de caja;16177;MEDUCA (REGION DE PANAMA);-B/.0.01 ;Sin informacion; -;-
PANAMÁ;8/6/2022;1162575;1FHS610001181-00033129;8/7/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.148.46 ;Presentado;-;0
PANAMÁ;8/6/2022;1149746;NACIONAL735;21/3/2022;Recibo de caja;16177;MEDUCA (REGION DE PANAMA);-B/.0.01 ;Sin informacion; -;-
PANAMÁ;22/4/2022;1157325;1FHS610001181-00031265;22/5/2022;Factura de venta;16198;SUPERINTENDECIA DE SUJETOS NO FINANCIEROS; B/.50.68 ;Presentado;30/6/2022;0
PANAMÁ;28/4/2023;1195898;;28/5/2023;Factura de venta;16198;SUPERINTENDECIA DE SUJETOS NO FINANCIEROS; B/.101.12 ;Por Presentar;-;completa, para presentar
PANAMÁ;11/3/2022;10793695;DEP GENERAL;;Recibo de caja;16236;ESTACION CIENTIFICA COIBA AIP;-B/.7.98 ;Sin informacion; -;-
PANAMÁ;22/6/2022;1164181;1FHS610001181-00033647;22/7/2022;Factura de venta;16236;ESTACION CIENTIFICA COIBA AIP; B/.39.00 ;Presentado;3/8/2022;0
PANAMÁ;7/3/2022;1151404;1FHS610001181-00029324;6/4/2022;Factura de venta;16267;AUTORIDAD NACIONAL DE DESCENTRALIZACION; B/.16.24 ;Presentado;5/12/2022;0
PANAMÁ;14/2/2023;1188601;;16/3/2023;Factura de venta;16267;AUTORIDAD NACIONAL DE DESCENTRALIZACION; B/.0.72 ;Presentado;7/3/2023;0
PANAMÁ;28/4/2023;1195899;;28/5/2023;Factura de venta;16267;AUTORIDAD NACIONAL DE DESCENTRALIZACION; B/.0.95 ;Por Presentar;-;0
PANAMÁ;9/5/2023;1196926;;8/6/2023;Factura de venta;16267;AUTORIDAD NACIONAL DE DESCENTRALIZACION; B/.5.73 ;Por Presentar;-;completa, para presentar
PANAMÁ;16/5/2023;1197646;;15/6/2023;Factura de venta;16267;AUTORIDAD NACIONAL DE DESCENTRALIZACION; B/.1.22 ;Retención;-;0
PANAMÁ;9/6/2023;1200420;;9/7/2023;Factura de venta;16267;AUTORIDAD NACIONAL DE DESCENTRALIZACION; B/.13.86 ;Presentado;4/8/2023;0
PANAMÁ;12/6/2023;1200551;;12/7/2023;Factura de venta;16267;AUTORIDAD NACIONAL DE DESCENTRALIZACION; B/.41.20 ;Presentado;4/8/2023;0
PANAMÁ;25/1/2022;1146595;1FHS610001181-00027713;24/2/2022;Factura de venta;16305;DIR. REG. DE EDUCACION DE PANAMA OESTE; B/.130.21 ;Sin informacion; -;-
PANAMÁ;30/6/2023;10883568;EFECTIVO BG RC 294582;;Recibo de caja;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES;-B/.59.92 ;Sin informacion; -;-
PANAMÁ;24/4/2023;1195379;;24/5/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.343.02 ;Presentado;0/1/1900;completa, para presentar
PANAMÁ;24/5/2023;1198665;;23/6/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.1,240.67 ;Sin informacion; -;-
PANAMÁ;12/6/2023;1200543;;12/7/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.44.94 ;Sin informacion; -;-
PANAMÁ;23/6/2023;1201777;;23/7/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.44.94 ;Sin informacion; -;-
PANAMÁ;23/6/2023;1201780;;23/7/2023;Nota de crédito Ventas;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES;-B/.44.94 ;Sin informacion; -;-
PANAMÁ;4/7/2023;1202918;;3/8/2023;Nota de crédito Ventas;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES;-B/.44.94 ;Sin informacion; -;-
PANAMÁ;10/7/2023;1203506;;9/8/2023;Nota de crédito Ventas;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES;-B/.44.94 ;Sin informacion; -;-
PANAMÁ;10/7/2023;1203508;;9/8/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.44.94 ;Sin informacion; -;-
PANAMÁ;30/6/2023;1202523;;30/6/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.59.92 ;Sin informacion; -;-
PANAMÁ;30/6/2023;1202555;;30/7/2023;Nota de crédito Ventas;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES;-B/.1,240.67 ;Sin informacion; -;-
PANAMÁ;30/6/2023;1202556;;30/7/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.1,240.67 ;Sin informacion; -;-
PANAMÁ;4/7/2023;1202893;;3/8/2023;Nota de crédito Ventas;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES;-B/.1,240.67 ;Sin informacion; -;-
PANAMÁ;4/7/2023;1202894;;3/8/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.1,240.67 ;Por Presentar;-;0
PANAMÁ;4/7/2023;1202898;;3/8/2023;Factura de venta;16309;INSTITUTO DE MEDICINA LEGAL Y FORENCES; B/.44.94 ;Sin informacion; -;-
PANAMÁ;31/7/2023;1205769;;30/8/2023;Factura de venta;16441;PROPANAMA; B/.41.20 ;Sin informacion; -;-
PANAMÁ;29/11/2022;1180850;;29/12/2022;Nota de crédito Ventas;16510;CAPPS DE TORRIJOS CARTER;-B/.172.50 ;Sin informacion; -;-
PANAMÁ;21/12/2022;1183158;;20/1/2023;Factura de venta;16519;INSTITUTO ONCOLOGICO NACIONAL; B/.874.20 ;Presentado;1/6/2023;0
PANAMÁ;21/12/2022;1183169;;20/1/2023;Nota de crédito Ventas;16519;INSTITUTO ONCOLOGICO NACIONAL;-B/.532.20 ;Sin informacion; -;-
PANAMÁ;22/12/2022;1183271;;21/1/2023;Nota de crédito Ventas;16519;INSTITUTO ONCOLOGICO NACIONAL;-B/.342.00 ;Sin informacion; -;-
PANAMÁ;23/12/2022;1183452;;22/1/2023;Nota de crédito Ventas;16519;INSTITUTO ONCOLOGICO NACIONAL;-B/.569.45 ;Sin informacion; -;-
PANAMÁ;28/12/2022;1183645;;27/1/2023;Factura de venta;16519;INSTITUTO ONCOLOGICO NACIONAL; B/.187.46 ;Sin informacion; -;-
PANAMÁ;9/2/2023;1188138;;11/3/2023;Factura de venta;16519;INSTITUTO ONCOLOGICO NACIONAL; B/.381.99 ;Sin informacion; -;-
PANAMÁ;13/1/2023;1184949;;12/2/2023;Factura de venta;16526;JUNTA COMUNAL DE DON BOSCO; B/.107.86 ;Presentado;-;0
COLÓN;3/3/2023;1190212;;2/4/2023;Factura de venta;20036;REGION DE SALUD DE COLON; B/.354.17 ;Sin informacion; -;-
PANAMA OESTE;21/4/2023;1195240;;21/5/2023;Factura de venta;30109;CENTRO DE SALUD NUEVO CHORRILLO; B/.495.22 ;Presentado;0/1/1900;0
PANAMA OESTE;27/7/2022;1167794;1FHS610001181-00034842;26/8/2022;Factura de venta;31047;POLIC. DR. JUAN VEGA MENDEZ (C.S.S.); B/.157.56 ;Presentado;-;0
PANAMA OESTE;2/12/2022;1181313;;1/1/2023;Factura de venta;31047;POLIC. DR. JUAN VEGA MENDEZ (C.S.S.); B/.110.90 ;Sin informacion; -;-
PANAMA OESTE;14/6/2023;10880773;CK 4270 BNP;;Recibo de caja;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE;-B/.451.53 ;Sin informacion; -;-
PANAMA OESTE;21/9/2022;10831497;ret fiscal                                                  ;21/10/2022;Nota de crédito Ventas;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE;-B/.6.05 ;Sin informacion; -;-
PANAMA OESTE;22/11/2022;1180215;;22/12/2022;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.145.50 ;Sin informacion; -;-
PANAMA OESTE;22/11/2022;1180217;;22/12/2022;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.97.00 ;Sin informacion; -;-
PANAMA OESTE;22/11/2022;1180219;;22/12/2022;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.72.75 ;Sin informacion; -;-
PANAMA OESTE;22/11/2022;1180220;;22/12/2022;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.72.75 ;Sin informacion; -;-
PANAMA OESTE;24/5/2023;1198672;;23/6/2023;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.130.80 ;Por Presentar;-;0
PANAMA OESTE;26/5/2023;1198909;;25/6/2023;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.257.50 ;Sin informacion; -;-
PANAMA OESTE;26/5/2023;1198913;;25/6/2023;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.304.08 ;Sin informacion; -;-
PANAMA OESTE;26/5/2023;1198914;;25/6/2023;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.561.50 ;Sin informacion; -;-
PANAMA OESTE;26/5/2023;1198922;;25/6/2023;Nota de crédito Ventas;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE;-B/.561.50 ;Sin informacion; -;-
PANAMA OESTE;22/11/2022;1180223;;22/12/2022;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.72.75 ;Sin informacion; -;-
PANAMA OESTE;23/3/2023;1192407;;22/4/2023;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.1.01 ;Presentado;0/1/1900;0
PANAMA OESTE;14/4/2023;1194433;;14/5/2023;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.386.75 ;Por Presentar;-;0
PANAMA OESTE;19/4/2023;1194962;;19/5/2023;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.257.67 ;Sin informacion; -;-
PANAMA OESTE;19/4/2023;1194966;;19/5/2023;Factura de venta;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE; B/.258.00 ;Sin informacion; -;-
PANAMA OESTE;19/4/2023;1194978;;19/5/2023;Nota de crédito Ventas;31090;CSS- COORD. ADMINISTRATIVA DE PANAMA OESTE;-B/.258.00 ;Sin informacion; -;-
PANAMA OESTE;10/9/2021;1132214;1FHS610001181-00022973;10/9/2021;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.40.70 ;Presentado;-;0
PANAMA OESTE;21/12/2021;1143158;1FHS610001181-00026562;20/1/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.37.34 ;Presentado;-;0
PANAMA OESTE;15/1/2022;1145485;1FHS610001181-00027355;15/1/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.371.16 ;Presentado;-;0
PANAMA OESTE;15/1/2022;1145491;1FHS610001181-00003499;14/2/2022;Nota de crédito Ventas;31097;MEDUCA (REGIONAL DE PANAMA OESTE);-B/.51.36 ;Sin informacion; -;-
PANAMA OESTE;7/3/2022;1151423;1FHS610001181-00029323;6/4/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.236.10 ;Por Presentar;-;0
PANAMA OESTE;13/4/2023;1194238;;13/5/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.165.07 ;Por Presentar;-;0
PANAMA OESTE;3/7/2023;1202675;;2/8/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.57.58 ;Por Presentar;-;0
PANAMA OESTE;4/7/2023;1202919;;3/8/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.148.68 ;Por Presentar;-;0
PANAMA OESTE;11/7/2023;1203604;;10/8/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.302.28 ;Por Presentar;-;0
PANAMA OESTE;2/8/2023;1205928;;1/9/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.1,174.86 ;Sin informacion; -;-
PANAMA OESTE;4/8/2023;1206270;;3/9/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.41.05 ;Sin informacion; -;-
PANAMA OESTE;9/2/2023;1188071;;11/3/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.37.29 ;Presentado;15/2/2023;0
PANAMA OESTE;2/3/2023;1189940;;3/3/2023;Nota de crédito Ventas;31097;MEDUCA (REGIONAL DE PANAMA OESTE);-B/.148.68 ;Sin informacion; -;-
PANAMA OESTE;2/3/2023;1189951;;3/3/2023;Nota de crédito Ventas;31097;MEDUCA (REGIONAL DE PANAMA OESTE);-B/.27.82 ;Sin informacion; -;-
PANAMA OESTE;2/3/2023;1189954;;3/3/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.27.82 ;Presentado;-;0
PANAMA OESTE;9/3/2023;1190897;;8/4/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.858.35 ;Presentado;16/3/2023;0
PANAMA OESTE;28/3/2023;1192907;;27/4/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.148.77 ;Por Presentar;-;0
PANAMA OESTE;3/10/2022;1175176;1FHS610001181-00037102;2/11/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.25.82 ;Presentado;-;0
PANAMA OESTE;18/10/2022;1176853;1FHS610001181-00037597;17/11/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.92.88 ;Presentado;29/11/2022;0
PANAMA OESTE;17/1/2023;1185358;;16/2/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.37.97 ;Presentado;21/1/2023;0
PANAMA OESTE;26/1/2023;1186448;;25/2/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.20.80 ;Sin informacion; -;-
PANAMA OESTE;26/1/2023;1186446;;25/2/2023;Nota de crédito Ventas;31097;MEDUCA (REGIONAL DE PANAMA OESTE);-B/.20.80 ;Sin informacion; -;-
PANAMA OESTE;8/2/2023;1187939;;10/3/2023;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.113.04 ;Presentado;15/2/2023;0
PANAMA OESTE;8/3/2022;1151479;1FHS610001181-00003788;7/4/2022;Nota de crédito Ventas;31097;MEDUCA (REGIONAL DE PANAMA OESTE);-B/.9.37 ;Sin informacion; -;-
PANAMA OESTE;15/3/2022;1152671;1FHS610001181-00029753;14/4/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.169.43 ;Presentado;-;0
PANAMA OESTE;25/4/2022;1157633;1FHS610001181-00031402;25/5/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.12.97 ;Por Presentar;-;0
PANAMA OESTE;6/5/2022;1158875;1FHS610001181-00004219;5/6/2022;Nota de crédito Ventas;31097;MEDUCA (REGIONAL DE PANAMA OESTE);-B/.3.60 ;Sin informacion; -;-
PANAMA OESTE;17/8/2022;1170008;1FHS610001181-00035473;16/9/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.39.20 ;Presentado;-;0
PANAMA OESTE;30/8/2022;1171468;1FHS610001181-00035925;29/9/2022;Factura de venta;31097;MEDUCA (REGIONAL DE PANAMA OESTE); B/.34.14 ;Presentado;-;0
PANAMA OESTE;17/2/2022;1149480;1FHS610001181-00028686;19/3/2022;Factura de venta;31098;CENTRO VOCACIONAL DE CHAPALA; B/.47.54 ;Sin informacion; -;-
PANAMA OESTE;14/6/2022;1163173;1FHS610001181-00004403;14/7/2022;Nota de crédito Ventas;31098;CENTRO VOCACIONAL DE CHAPALA;-B/.92.22 ;Sin informacion; -;-
PANAMA OESTE;14/6/2022;1163179;1FHS610001181-00033323;14/7/2022;Factura de venta;31098;CENTRO VOCACIONAL DE CHAPALA; B/.108.50 ;Sin informacion; -;-
PANAMA OESTE;7/3/2023;1190627;;6/4/2023;Factura de venta;31098;CENTRO VOCACIONAL DE CHAPALA; B/.5.41 ;Presentado;4/4/2023;0
PANAMA OESTE;31/3/2023;1193272;;30/4/2023;Factura de venta;31098;CENTRO VOCACIONAL DE CHAPALA; B/.6.87 ;Presentado;0/1/1900;0
PANAMA OESTE;8/6/2023;10878627;RET FISCAL;8/6/2023;Nota de crédito Ventas;31098;CENTRO VOCACIONAL DE CHAPALA;-B/.6.87 ;Sin informacion; -;-
PANAMA OESTE;9/6/2023;1200415;;9/7/2023;Factura de venta;31098;CENTRO VOCACIONAL DE CHAPALA; B/.216.68 ;Sin informacion; -;-
PANAMA OESTE;9/6/2023;1200417;;9/7/2023;Factura de venta;31098;CENTRO VOCACIONAL DE CHAPALA; B/.216.68 ;Por Presentar;-;0
PANAMA OESTE;9/6/2023;1200419;;9/7/2023;Nota de crédito Ventas;31098;CENTRO VOCACIONAL DE CHAPALA;-B/.216.68 ;Sin informacion; -;-
PANAMA OESTE;28/2/2023;1189623;;30/3/2023;Factura de venta;32132;MUNICIPIO DE SAN CARLOS; B/.220.72 ;Por Presentar;-;0
PANAMA OESTE;18/4/2023;1194796;;18/5/2023;Factura de venta;32132;MUNICIPIO DE SAN CARLOS; B/.101.36 ;Sin informacion; -;-
CHIRIQUÍ;12/9/2022;1172946;1FHS610001181-00036377;12/10/2022;Factura de venta;40184;POLICLINICA DR. GUSTAVO A. ROSS (c.s.s.); B/.5.55 ;Sin informacion; -;-
CHIRIQUÍ;25/1/2023;1186377;;24/2/2023;Factura de venta;40184;POLICLINICA DR. GUSTAVO A. ROSS (c.s.s.); B/.0.37 ;Por Presentar;-;ENVIADO A BENJAMIN 07/03/2023
CHIRIQUÍ;10/5/2023;1197030;;9/6/2023;Factura de venta;40184;POLICLINICA DR. GUSTAVO A. ROSS (c.s.s.); B/.2,835.00 ;Sin informacion; -;-
CHIRIQUÍ;14/6/2023;1200857;;14/7/2023;Factura de venta;40184;POLICLINICA DR. GUSTAVO A. ROSS (c.s.s.); B/.1,703.97 ;Sin informacion; -;-
CHIRIQUÍ;14/6/2023;1200859;;14/7/2023;Factura de venta;40184;POLICLINICA DR. GUSTAVO A. ROSS (c.s.s.); B/.1,704.00 ;Sin informacion; -;-
CHIRIQUÍ;14/6/2023;1200861;;14/7/2023;Nota de crédito Ventas;40184;POLICLINICA DR. GUSTAVO A. ROSS (c.s.s.);-B/.1,704.00 ;Sin informacion; -;-
CHIRIQUÍ;28/7/2022;1167838;1FHS610001181-00034875;27/8/2022;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.12.50 ;Presentado;-;0
CHIRIQUÍ;21/10/2022;1177347;1FHS610001181-00037739;20/11/2022;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.22.52 ;Sin informacion; -;-
CHIRIQUÍ;21/10/2022;1177350;1FHS610001181-00037738;20/11/2022;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.82.14 ;Sin informacion; -;-
CHIRIQUÍ;22/10/2022;1177384;1FHS610001181-00004978;21/11/2022;Nota de crédito Ventas;40197;MINSA-REGIONAL CHIRIQUI;-B/.22.52 ;Sin informacion; -;-
CHIRIQUÍ;22/10/2022;1177389;1FHS610001181-00037751;21/11/2022;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.22.52 ;Sin informacion; -;-
CHIRIQUÍ;22/10/2022;1177390;1FHS610001181-00004979;21/11/2022;Nota de crédito Ventas;40197;MINSA-REGIONAL CHIRIQUI;-B/.82.14 ;Sin informacion; -;-
CHIRIQUÍ;22/10/2022;1177393;1FHS610001181-00037750;21/11/2022;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.82.14 ;Sin informacion; -;-
CHIRIQUÍ;27/12/2022;10848747;ret fiscal;26/1/2023;Nota de crédito Ventas;40197;MINSA-REGIONAL CHIRIQUI;-B/.12.50 ;Sin informacion; -;-
CHIRIQUÍ;30/1/2023;1186840;;1/3/2023;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.712.62 ;Presentado;-;ENVIADO A BENJAMIN 07/03/2023
CHIRIQUÍ;6/2/2023;1187650;;8/3/2023;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.1,639.03 ;Sin informacion; -;-
CHIRIQUÍ;11/7/2023;1203588;;10/8/2023;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.181.37 ;Por Presentar;0/1/1900;0
CHIRIQUÍ;21/7/2023;1204807;;20/8/2023;Factura de venta;40197;MINSA-REGIONAL CHIRIQUI; B/.677.95 ;Sin informacion; -;-
CHIRIQUÍ;27/6/2023;10883357;CK 54871 BN;;Recibo de caja;40752;HOSPITAL DIONISIO ARROCHA;-B/.874.38 ;Sin informacion; -;-
CHIRIQUÍ;29/3/2019;1042191;1FHS610001181-00000476;28/4/2019;Factura de venta;40752;HOSPITAL DIONISIO ARROCHA; B/.600.00 ;Presentado;-;0
CHIRIQUÍ;30/11/2021;1140840;1FHS610001181-00025895;30/12/2021;Factura de venta;40752;HOSPITAL DIONISIO ARROCHA; B/.172.43 ;Presentado;21/1/2021;el cliente debe tener el cheque al momento de entrgar 
CHIRIQUÍ;15/6/2022;1163346;1FHS610001181-00033374;15/7/2022;Factura de venta;40752;HOSPITAL DIONISIO ARROCHA; B/.0.90 ;Presentado;-;0
CHIRIQUÍ;27/3/2023;1192771;;26/4/2023;Factura de venta;40752;HOSPITAL DIONISIO ARROCHA; B/.885.00 ;Sin informacion; -;-
CHIRIQUÍ;20/4/2023;1195144;;20/5/2023;Factura de venta;40752;HOSPITAL DIONISIO ARROCHA; B/.360.50 ;Por Presentar;-;0
CHIRIQUÍ;26/4/2023;1195600;;26/5/2023;Factura de venta;40752;HOSPITAL DIONISIO ARROCHA; B/.1,344.00 ;Sin informacion; -;-
CHIRIQUÍ;9/6/2023;1200322;;9/7/2023;Factura de venta;40752;HOSPITAL DIONISIO ARROCHA; B/.1,190.80 ;Sin informacion; -;-
CHIRIQUÍ;9/6/2023;1200325;;9/7/2023;Factura de venta;40752;HOSPITAL DIONISIO ARROCHA; B/.1,190.80 ;Sin informacion; -;-
CHIRIQUÍ;9/6/2023;1200328;;9/7/2023;Nota de crédito Ventas;40752;HOSPITAL DIONISIO ARROCHA;-B/.1,190.80 ;Sin informacion; -;-
CHIRIQUÍ;8/5/2023;10874890;ACH GENERAL;;Recibo de caja;40753;HOSPITAL JOSE D. DE OBALDIA;-B/.37.25 ;Sin informacion; -;-
CHIRIQUÍ;8/5/2023;10874892;ACH GENERAL;;Recibo de caja;40753;HOSPITAL JOSE D. DE OBALDIA;-B/.153.18 ;Sin informacion; -;-
CHIRIQUÍ;18/11/2022;1179823;;18/12/2022;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.195.61 ;Por Presentar;-;0
CHIRIQUÍ;30/12/2022;1183902;;29/1/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.120.38 ;Sin informacion; -;-
CHIRIQUÍ;30/12/2022;1183901;;29/1/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.120.38 ;Sin informacion; -;-
CHIRIQUÍ;30/12/2022;1183900;;29/1/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.120.38 ;Sin informacion; -;-
CHIRIQUÍ;25/5/2023;1198770;;24/6/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.599.20 ;Sin informacion; -;-
CHIRIQUÍ;25/5/2023;1198769;;24/6/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.2,311.20 ;Sin informacion; -;-
CHIRIQUÍ;25/5/2023;1198766;;24/6/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.2,910.40 ;Sin informacion; -;-
CHIRIQUÍ;25/5/2023;1198772;;24/6/2023;Nota de crédito Ventas;40753;HOSPITAL JOSE D. DE OBALDIA;-B/.2,910.40 ;Sin informacion; -;-
CHIRIQUÍ;30/5/2023;1199211;;29/6/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.2,910.40 ;Sin informacion; -;-
CHIRIQUÍ;30/5/2023;1199213;;29/6/2023;Nota de crédito Ventas;40753;HOSPITAL JOSE D. DE OBALDIA;-B/.2,910.40 ;Sin informacion; -;-
CHIRIQUÍ;30/12/2022;1183898;;29/1/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.120.38 ;Sin informacion; -;-
CHIRIQUÍ;13/1/2023;1184998;;12/2/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.69.28 ;Sin informacion; -;-
CHIRIQUÍ;13/1/2023;1184988;;12/2/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.69.28 ;Sin informacion; -;-
CHIRIQUÍ;13/1/2023;1184987;;12/2/2023;Factura de venta;40753;HOSPITAL JOSE D. DE OBALDIA; B/.69.28 ;Sin informacion; -;-
